Trial,Games Won,Ratio
5000,1816,0.3632
10000,3629,0.3629
15000,5410,0.360666666667
20000,7248,0.3624
25000,9084,0.36336
30000,10893,0.3631
35000,12700,0.362857142857
40000,14534,0.36335
45000,16305,0.362333333333
50000,18149,0.36298
55000,19934,0.362436363636
60000,21738,0.3623
65000,23591,0.362938461538
70000,25435,0.363357142857
75000,27288,0.36384
80000,29074,0.363425
85000,30891,0.363423529412
90000,32778,0.3642
95000,34556,0.363747368421
100000,36392,0.36392
